"id"	"ProteinCount"	"SpeciesCount"	"FunctionalCategory"	"ConsensusFunctionalDescription"
"VOG00302"	15	15	"Xu"	"REFSEQ tail fiber protein"
"VOG00303"	42	40	"Xu"	"sp|Q05265|VG55_BPML5 Gene 55 protein"
"VOG00304"	232	232	"Xs"	"sp|O48448|COMPL_BPSPP Tail completion protein gp17"
"VOG00305"	50	50	"Xu"	"sp|P45915|YQAS_BACSU Uncharacterized protein YqaS"
"VOG00306"	49	49	"Xh"	"sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI"
"VOG00307"	13	13	"Xu"	"REFSEQ tail length tape measure protein"
"VOG00308"	25	23	"Xu"	"REFSEQ tail fiber protein"
"VOG00309"	341	340	"Xu"	"REFSEQ neck protein"
"VOG00310"	28	25	"Xu"	"REFSEQ tail assembly chaperone"
"VOG00311"	15	14	"Xu"	"sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245"
"VOG00312"	51	41	"Xh"	"sp|Q8QL34|Y335_SIRV1 Uncharacterized glycosyltransferase 335"
"VOG00313"	172	164	"Xu"	"REFSEQ peptidase HslV family"
"VOG00314"	43	42	"Xu"	"REFSEQ hypothetical protein"
"VOG00315"	48	47	"Xu"	"sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region"
"VOG00316"	256	253	"Xh"	"sp|Q8ZNY9|PRP1_SALTY Serine/threonine-protein phosphatase 1"
"VOG00317"	400	372	"Xu"	"sp|B8HPS9|RNH_CYAP4 Ribonuclease H"
"VOG00318"	102	46	"Xu"	"REFSEQ hypothetical protein"
"VOG00319"	44	43	"XhXpXs"	"sp|Q04830|FIBER_BPK1F Tail spike protein"
"VOG00320"	151	145	"Xu"	"REFSEQ hypothetical protein"
"VOG00321"	154	154	"Xu"	"REFSEQ outer membrane protein"
"VOG00322"	30	29	"Xs"	"sp|P85503|STRU3_BPPAJ Structural protein 3"
"VOG00323"	625	515	"XhXp"	"sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI"
"VOG00324"	159	153	"XhXr"	"sp|C5IY43|NS1_HBOC4 Initiator protein NS1"
"VOG00325"	162	146	"Xu"	"REFSEQ hypothetical protein"
"VOG00326"	92	52	"Xu"	"REFSEQ hypothetical protein"
"VOG00327"	154	88	"Xu"	"REFSEQ hypothetical protein"
"VOG00328"	51	51	"XhXp"	"sp|P0DOK7|SPAN2_BPP21 Spanin, outer lipoprotein subunit"
"VOG00329"	115	115	"XhXs"	"sp|Q6QGD9|HCP_BPT5 Head completion protein"
"VOG00330"	435	434	"XhXpXs"	"sp|P31340|SPIKE_BPP2 Spike protein"
"VOG00331"	37	37	"Xu"	"REFSEQ hypothetical protein"
"VOG00332"	15	15	"Xu"	"REFSEQ tail length tape measure protein"
"VOG00333"	272	269	"Xu"	"REFSEQ head-tail adaptor Ad1"
"VOG00334"	54	54	"Xu"	"REFSEQ hypothetical protein"
"VOG00335"	241	241	"Xu"	"REFSEQ hypothetical protein"
"VOG00336"	70	58	"Xu"	"REFSEQ hypothetical protein"
"VOG00337"	15	15	"Xu"	"REFSEQ ead/Ea22-like family protein"
"VOG00338"	390	357	"XhXpXr"	"sp|P12427|DMA_BPT2 DNA adenine methylase"
"VOG00339"	13	13	"Xu"	"REFSEQ HNH endonuclease"
"VOG00340"	58	54	"Xu"	"REFSEQ tail protein"
"VOG00341"	23	18	"XhXs"	"sp|Q5UQ13|COLL2_MIMIV Collagen-like protein 2"
"VOG00342"	1494	1471	"Xh"	"sp|B6UL32|SAV_BPLP2 SaV protein"
"VOG00343"	58	58	"XhXr"	"sp|P03692|HELIC_BPT7 DNA helicase/primase"
"VOG00344"	294	88	"Xu"	"REFSEQ hypothetical protein"
"VOG00345"	320	320	"XhXp"	"sp|P39503|SPAN2_BPT4 Spanin, outer lipoprotein subunit"
"VOG00346"	39	31	"Xu"	"REFSEQ hypothetical protein"
"VOG00347"	286	275	"XhXs"	"sp|P17313|VG31_BPT4 Capsid assembly protein Gp31"
"VOG00348"	12	12	"Xu"	"REFSEQ tail protein"
"VOG00349"	16	8	"Xu"	"sp|Q91G76|VF019_IIV6 Uncharacterized protein 019R"
"VOG00350"	21	13	"Xu"	"REFSEQ hypothetical protein"
"VOG00351"	23	23	"Xu"	"REFSEQ tail fiber protein"
"VOG00352"	94	93	"Xh"	"sp|Q7T6X6|GFAT_MIMIV Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing]"
"VOG00353"	29	29	"Xu"	"REFSEQ hypothetical protein"
"VOG00354"	33	33	"Xu"	"sp|P44193|Y1422_HAEIN Uncharacterized protein HI_1422"
"VOG00355"	17	17	"Xu"	"REFSEQ glutaredoxin"
"VOG00356"	87	83	"Xu"	"REFSEQ hypothetical protein"
"VOG00357"	54	47	"Xu"	"REFSEQ hypothetical protein"
"VOG00358"	32	12	"Xu"	"REFSEQ virion structural protein"
"VOG00359"	28	26	"Xu"	"REFSEQ hypothetical protein"
"VOG00360"	23	23	"Xu"	"REFSEQ hypothetical protein"
"VOG00361"	345	147	"Xu"	"sp|P39254|Y04O_BPT4 Uncharacterized 36.3 kDa protein in nrdC-mobD intergenic region"
"VOG00362"	79	40	"Xu"	"REFSEQ minor tail protein"
"VOG00363"	66	58	"Xu"	"REFSEQ methyltransferase"
"VOG00364"	207	207	"XhXs"	"sp|P51772|BPX_BPP2 Baseplate protein X"
"VOG00365"	159	159	"Xu"	"sp|P18057|Y02D_BPT4 Uncharacterized 14.1 kDa protein in imm-Gp43 intergenic region"
"VOG00366"	56	33	"Xu"	"REFSEQ hypothetical protein"
"VOG00367"	372	372	"Xs"	"sp|P20324|SCAF_BPT3 Capsid assembly scaffolding protein"
"VOG00368"	24	24	"Xu"	"REFSEQ DnaA protein"
"VOG00369"	103	101	"Xu"	"REFSEQ baseplate hub assembly catalyst"
"VOG00370"	18	15	"Xu"	"REFSEQ DUF1642 domain-containing protein"
"VOG00371"	63	45	"Xu"	"sp|Q5UNY3|YL729_MIMIV Uncharacterized protein L729"
"VOG00372"	77	53	"Xu"	"REFSEQ hypothetical protein"
"VOG00373"	130	129	"Xu"	"REFSEQ hypothetical protein"
"VOG00374"	66	61	"Xu"	"REFSEQ hypothetical protein"
"VOG00375"	31	9	"Xh"	"sp|G5E8K5|ANK3_MOUSE Ankyrin-3"
"VOG00376"	123	118	"XhXr"	"sp|O57044|RDRP_HV19S Probable RNA-directed RNA polymerase"
"VOG00377"	22	11	"Xu"	"REFSEQ ORF14"
"VOG00378"	200	163	"XhXs"	"sp|P0DOL5|PG072_VAR67 Probable FAD-linked sulfhydryl oxidase OPG072"
"VOG00379"	21	11	"Xh"	"sp|P39928|SLN1_YEAST Osmosensing histidine protein kinase SLN1"
"VOG00380"	71	71	"XhXrXs"	"sp|P0CJ94|MVP_BCMNN P3N-PIPO polyprotein"
"VOG00381"	85	70	"Xs"	"sp|Q89250|CPRT_SBWMN 84 kDa readthrough protein"
"VOG00382"	41	25	"Xh"	"sp|P32231|VC01_SWPVK Putative Ig-like domain-containing protein C1"
"VOG00383"	65	32	"Xh"	"sp|Q6GZV6|019R_FRG3G Putative serine/threonine-protein kinase 019R"
"VOG00384"	45	12	"Xu"	"REFSEQ hypothetical protein"
"VOG00385"	174	144	"XhXrXs"	"sp|Q6RZF8|RP132_RABPU DNA-directed RNA polymerase 132 kDa polypeptide"
"VOG00386"	22	22	"Xu"	"REFSEQ hypothetical protein"
"VOG00387"	89	89	"XpXs"	"sp|O56129|CAPSD_PCV2 Capsid protein"
"VOG00388"	62	20	"Xu"	"sp|Q5UPC8|YL054_MIMIV Uncharacterized protein L54"
"VOG00389"	229	130	"XhXpXs"	"sp|P04011|VP2_POVLY Minor capsid protein VP2"
"VOG00390"	48	20	"Xu"	"REFSEQ hypothetical protein"
"VOG00391"	14	13	"Xu"	"REFSEQ hypothetical protein"
"VOG00392"	18	2	"Xu"	"REFSEQ hypothetical protein"
"VOG00393"	17	12	"Xu"	"REFSEQ tail fiber protein"
"VOG00394"	410	409	"Xu"	"REFSEQ tail terminator"
"VOG00395"	527	527	"Xu"	"sp|O64201|VG05_BPMD2 Gene 5 protein"
"VOG00396"	25	25	"Xu"	"REFSEQ HTH DNA binding protein"
"VOG00397"	15	15	"XhXpXs"	"sp|P26700|FIBH_BPP2 Probable tail fiber protein"
"VOG00398"	576	574	"Xu"	"sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG"
"VOG00399"	16	16	"Xu"	"sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD"
"VOG00400"	87	67	"Xu"	"REFSEQ hypothetical protein"
"VOG00401"	34	34	"Xu"	"REFSEQ hypothetical protein"
"VOG00402"	81	70	"Xu"	"REFSEQ hypothetical protein"
"VOG00403"	37	37	"Xu"	"REFSEQ hypothetical protein"
"VOG00404"	365	330	"Xs"	"sp|P03740|TFA_LAMBD Tail fiber assembly protein"
"VOG00405"	61	61	"Xu"	"REFSEQ lytic tail protein"
"VOG00406"	121	114	"Xu"	"REFSEQ hypothetical protein"
"VOG00407"	1466	909	"XrXs"	"sp|O64219|TAP25_BPMD2 Tail assembly protein Gp25"
"VOG00408"	56	56	"Xu"	"REFSEQ nucleoside triphosphate pyrophosphohydrolase"
"VOG00409"	24	21	"Xu"	"REFSEQ hypothetical protein"
"VOG00410"	21	21	"Xu"	"REFSEQ transcriptional repressor"
"VOG00411"	111	97	"Xr"	"sp|P16942|T629_SHISO Transposase for insertion sequence element IS629"
"VOG00412"	50	48	"Xu"	"REFSEQ hypothetical protein"
"VOG00413"	70	59	"Xu"	"REFSEQ hypothetical protein"
"VOG00414"	66	64	"Xu"	"sp|Q8QHM9|Y56_SIRV1 Uncharacterized protein 56"
"VOG00415"	15	15	"Xu"	"sp|O31940|YONU_BACSU SPbeta prophage-derived uncharacterized protein YonU"
"VOG00416"	10	10	"XpXrXs"	"sp|Q6XQC4|TMP_BPT1 Tape measure protein"
"VOG00417"	16	16	"Xu"	"REFSEQ maturation protein"
"VOG00418"	13	12	"XhXp"	"sp|P00476|MTBS_BPSPR Orphan methyltransferase M.SPRI"
"VOG00419"	909	846	"XhXr"	"sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase"
"VOG00420"	38	21	"Xu"	"REFSEQ tail assembly chaperone"
"VOG00421"	83	83	"Xu"	"REFSEQ minor tail protein"
"VOG00422"	308	278	"Xu"	"sp|O64197|VG01_BPMD2 Gene 1 protein"
"VOG00423"	688	688	"Xu"	"sp|Q05225|VG19_BPML5 Gene 19 protein"
"VOG00424"	385	385	"XhXp"	"sp|P39504|SPAN1_BPT4 Spanin, inner membrane subunit"
"VOG00425"	10	10	"Xu"	"REFSEQ hypothetical protein"
"VOG00426"	136	117	"Xu"	"sp|P59935|53DR_BPKV4 Putative 5'(3')-deoxyribonucleotidase"
"VOG00427"	12	11	"Xu"	"REFSEQ HNH endonuclease"
"VOG00428"	1087	1085	"XhXr"	"sp|P00970|DNLI_BPT4 DNA ligase"
"VOG00429"	219	217	"Xu"	"REFSEQ hypothetical protein"
"VOG00430"	60	57	"Xu"	"REFSEQ hypothetical protein"
"VOG00431"	81	81	"Xu"	"REFSEQ hypothetical protein"
"VOG00432"	34	21	"Xu"	"REFSEQ minor coat protein"
"VOG00433"	1102	876	"Xr"	"sp|P00471|TYSY_BPT4 Thymidylate synthase"
"VOG00434"	113	100	"Xu"	"REFSEQ hypothetical protein"
"VOG00435"	21	20	"Xu"	"REFSEQ hypothetical protein"
"VOG00436"	768	764	"Xp"	"sp|P04521|EXO1_BPT4 Exonuclease subunit 1"
"VOG00437"	85	85	"Xu"	"REFSEQ hypothetical protein"
"VOG00438"	19	19	"Xh"	"sp|P07719|V17_BPT3 Gene 1.7 protein"
"VOG00439"	61	59	"Xr"	"sp|Q5UQK9|RFCL_MIMIV Putative replication factor C large subunit"
"VOG00440"	40	21	"XhXs"	"sp|Q5UQ50|COLL6_MIMIV Collagen-like protein 6"
"VOG00441"	88	88	"Xu"	"REFSEQ virion structural protein"
"VOG00442"	55	16	"Xu"	"REFSEQ hypothetical protein"
"VOG00443"	27	26	"Xu"	"REFSEQ hypothetical protein"
"VOG00444"	100	100	"Xu"	"REFSEQ hypothetical protein"
"VOG00445"	54	53	"Xu"	"sp|P15234|YLF1_BPN4 Uncharacterized protein Gp1"
"VOG00446"	35	22	"Xu"	"REFSEQ hypothetical protein"
"VOG00447"	13	13	"Xh"	"sp|A0MSJ1|CRA1B_DANRE Collagen alpha-1(XXVII) chain B"
"VOG00448"	33	28	"Xu"	"REFSEQ hypothetical protein"
"VOG00449"	46	45	"XhXs"	"sp|P07613|PG096_VACCW Protein OPG096"
"VOG00450"	11	11	"XpXs"	"sp|Q38394|FIB37_BPK3 Long tail fiber protein p37"
"VOG00451"	43	38	"Xh"	"sp|O31986|SUNS_BACSU SPbeta prophage-derived glycosyltransferase SunS"
"VOG00452"	22	16	"Xu"	"REFSEQ hypothetical protein"
"VOG00453"	104	104	"Xu"	"REFSEQ hypothetical protein"
"VOG00454"	150	150	"Xu"	"sp|O64268|VG87_BPMD2 Gene 87 protein"
"VOG00455"	211	209	"Xu"	"sp|P13318|Y06K_BPT4 Uncharacterized 25.0 kDa protein in regB-denV intergenic region"
"VOG00456"	195	195	"Xu"	"sp|P07080|Y04D_BPT4 Uncharacterized 5.1 kDa protein in Gp55-nrdG intergenic region"
"VOG00457"	23	23	"Xu"	"REFSEQ hypothetical protein"
"VOG00458"	359	358	"Xr"	"sp|P03693|TERS_BPT7 Terminase, small subunit gp18"
"VOG00459"	20	19	"Xu"	"REFSEQ hypothetical protein"
"VOG00460"	20	15	"Xu"	"REFSEQ hypothetical protein"
"VOG00461"	116	116	"Xu"	"REFSEQ hypothetical protein"
"VOG00462"	330	199	"XhXs"	"sp|Q38424|ALT_BPT2 NAD(+)--arginine ADP-ribosyltransferase"
"VOG00463"	413	406	"Xs"	"sp|P11110|NECK1_BPT4 Neck protein gp13"
"VOG00464"	119	115	"Xu"	"REFSEQ hypothetical protein"
"VOG00465"	680	411	"XhXs"	"sp|P04535|CAPSH_BPT4 Major capsid protein"
"VOG00466"	22	22	"Xu"	"REFSEQ tail fiber protein"
"VOG00467"	47	47	"Xu"	"REFSEQ hypothetical protein"
"VOG00468"	104	104	"XhXs"	"sp|O64325|COMPL_BPN15 Tail completion protein"
"VOG00469"	67	36	"Xh"	"sp|Q5UPT0|LONH_MIMIV Lon protease homolog"
"VOG00470"	29	18	"XhXr"	"sp|P43138|APEX1_RAT DNA-(apurinic or apyrimidinic site) endonuclease"
"VOG00471"	65	64	"XhXpXrXs"	"sp|P12915|POLG_BOVEV Genome polyprotein"
"VOG00472"	58	51	"Xs"	"sp|Q5UQ83|YR526_MIMIV Putative alpha/beta hydrolase R526"
"VOG00473"	15	14	"Xu"	"sp|Q27YG8|YORF3_NORAV Uncharacterized ORF3 protein"
"VOG00474"	58	34	"Xu"	"sp|O57167|C10_VACCA Protein C10"
"VOG00475"	17	9	"Xu"	"REFSEQ hypothetical protein"
"VOG00476"	62	38	"Xh"	"sp|P0AGC9|QACE_ECOLX Quaternary ammonium compound-resistance protein QacE"
"VOG00477"	63	26	"Xu"	"sp|Q5UQZ0|YR895_MIMIV Uncharacterized protein R895"
"VOG00478"	58	58	"Xu"	"sp|Q03209|P78_NPVAC Protein P78/83"
"VOG00479"	36	36	"Xr"	"sp|P11621|P0_PLRVW Suppressor of silencing P0"
"VOG00480"	115	115	"XhXrXs"	"sp|P13529|POLG_PPVD Genome polyprotein"
"VOG00481"	56	18	"Xu"	"sp|Q5UPJ3|YL116_MIMIV Uncharacterized protein L116"
"VOG00482"	24	8	"Xu"	"REFSEQ hypothetical protein"
"VOG00483"	26	5	"Xp"	"sp|F5HF68|VIRF1_HHV8P VIRF-1"
"VOG00484"	97	97	"Xu"	"sp|P41729|Y098_GVCL Uncharacterized 41.0 kDa protein in P143-LEF5 intergenic region"
"VOG00485"	88	44	"Xh"	"sp|P68636|CRMB_CAMPM Soluble TNF receptor II"
"VOG00486"	38	36	"Xu"	"sp|Q1KZ54|P24_CILVC Uncharacterized protein p24"
"VOG00487"	29	29	"Xs"	"sp|P0C778|MP2_CARMS Double gene block protein 2"
"VOG00488"	56	56	"Xu"	"REFSEQ hypothetical protein"
"VOG00489"	28	13	"Xu"	"sp|Q5UQ61|YR661_MIMIV Uncharacterized protein R661"
"VOG00490"	17	7	"Xu"	"REFSEQ hypothetical protein"
"VOG00491"	110	107	"Xu"	"REFSEQ hypothetical protein"
"VOG00492"	12	12	"XpXs"	"sp|P07067|FIB37_BPT2 Long tail fiber protein p37"
"VOG00493"	9	9	"Xu"	"sp|Q05265|VG55_BPML5 Gene 55 protein"
"VOG00494"	454	453	"XhXr"	"sp|P03690|VR2A_BPT4 Protein rIIA"
"VOG00495"	276	276	"XhXp"	"sp|Q38134|HOLIN_BPR1T Holin"
"VOG00496"	858	851	"XhXr"	"sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase"
"VOG00497"	413	413	"Xu"	"REFSEQ tail completion or Neck1 protein"
"VOG00498"	216	216	"Xu"	"REFSEQ hypothetical protein"
"VOG00499"	433	433	"Xu"	"sp|O64208|VG15_BPMD2 Gene 15 protein"
"VOG00500"	435	435	"XhXs"	"sp|D6RRG1|CAPSD_BPKPP Major capsid protein"
"VOG00501"	15	15	"Xu"	"REFSEQ tail fiber assembly protein"
"VOG00502"	106	106	"XhXr"	"sp|P03707|TERS_LAMBD Terminase small subunit"
"VOG00503"	72	72	"Xu"	"REFSEQ DUF550 domain-containing protein"
"VOG00504"	29	29	"Xu"	"sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE"
"VOG00505"	122	120	"Xu"	"sp|P03765|NINB_LAMBD Protein ninB"
"VOG00506"	46	45	"XhXr"	"sp|P06225|DPOL_BPSP2 DNA polymerase"
"VOG00507"	45	45	"Xu"	"REFSEQ tail fiber protein"
"VOG00508"	126	108	"Xu"	"sp|Q9J5H2|V029_FOWPN Putative peptidyl-tRNA hydrolase"
"VOG00509"	93	93	"Xu"	"REFSEQ hypothetical protein"
"VOG00510"	85	81	"Xu"	"REFSEQ hypothetical protein"
"VOG00511"	53	53	"Xu"	"REFSEQ tail protein"
"VOG00512"	23	23	"XhXp"	"sp|O80288|ENLYS_BPPS3 SAR-endolysin"
"VOG00513"	40	10	"Xu"	"REFSEQ internal head protein"
"VOG00514"	148	147	"XhXpXrXs"	"sp|P08558|BP44_BPMU Baseplate hub protein gp44"
"VOG00515"	14	13	"Xu"	"REFSEQ tail fiber protein"
"VOG00516"	49	45	"Xu"	"REFSEQ tail fiber protein"
"VOG00517"	10	10	"XhXs"	"sp|Q5UQ13|COLL2_MIMIV Collagen-like protein 2"
"VOG00518"	54	54	"Xu"	"REFSEQ hypothetical protein"
"VOG00519"	17	11	"Xu"	"REFSEQ tail assembly chaperone"
"VOG00520"	71	69	"Xp"	"sp|P33863|PG065_VAR67 RNA-binding protein OPG065"
"VOG00521"	24	22	"Xu"	"REFSEQ HNH endonuclease"
"VOG00522"	79	70	"Xu"	"REFSEQ hypothetical protein"
"VOG00523"	551	551	"Xh"	"sp|O48499|D14_BPT5 Protein D14"
"VOG00524"	202	199	"XhXr"	"sp|P48311|DPOL_ADE40 DNA polymerase"
"VOG00525"	234	114	"Xu"	"REFSEQ hypothetical protein"
"VOG00526"	99	99	"Xu"	"REFSEQ membrane protein"
"VOG00527"	79	79	"Xu"	"REFSEQ Holliday junction resolvase"
"VOG00528"	25	23	"Xu"	"REFSEQ virion structural protein"
"VOG00529"	598	416	"Xh"	"sp|A0QTG3|WHIB2_MYCS2 Transcriptional regulator WhiB2"
"VOG00530"	392	392	"Xu"	"sp|P15032|RECE_ECOLI Exodeoxyribonuclease 8"
"VOG00531"	409	409	"XhXs"	"sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3"
"VOG00532"	39	36	"Xh"	"sp|Q2FX77|LYTO_STAA8 Probable autolysin LytO"
"VOG00533"	35	32	"Xu"	"REFSEQ hypothetical protein"
"VOG00534"	182	181	"Xu"	"REFSEQ MazG-like pyrophosphatase"
"VOG00535"	28	28	"XhXp"	"sp|P06855|KIPN_BPT4 Polynucleotide kinase"
"VOG00536"	66	65	"Xu"	"sp|O64212|VG19_BPMD2 Gene 19 protein"
"VOG00537"	637	626	"Xu"	"sp|P13309|Y06D_BPT4 Uncharacterized 17.5 kDa protein in tk-vs intergenic region"
"VOG00538"	42	42	"Xu"	"REFSEQ hypothetical protein"
"VOG00539"	36	35	"Xu"	"REFSEQ minor tail protein"
"VOG00540"	165	164	"Xu"	"REFSEQ hypothetical protein"
"VOG00541"	253	249	"XhXpXrXs"	"sp|O64332|TIPL_BPN15 Tail tip protein L"
"VOG00542"	101	101	"XhXp"	"sp|Q37975|HOLIN_BPA18 Putative antiholin"
"VOG00543"	131	131	"Xu"	"REFSEQ hypothetical protein"
"VOG00544"	28	25	"Xu"	"sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU"
"VOG00545"	10	10	"Xu"	"REFSEQ tail spike protein"
"VOG00546"	182	182	"XpXrXs"	"sp|Q38584|HCP15_BPSPP Head completion protein gp15"
"VOG00547"	13	11	"XhXr"	"sp|Q9F417|RECA_MYCCI Protein RecA (Fragment)"
"VOG00548"	115	96	"Xu"	"REFSEQ hypothetical protein"
"VOG00549"	18	17	"Xu"	"REFSEQ hypothetical protein"
"VOG00550"	119	118	"Xu"	"REFSEQ hypothetical protein"
"VOG00551"	29	29	"Xu"	"REFSEQ hypothetical protein"
"VOG00552"	273	253	"Xu"	"sp|Q05277|VG64_BPML5 Gene 64 protein"
"VOG00553"	53	48	"Xu"	"REFSEQ hypothetical protein"
"VOG00554"	86	86	"Xu"	"REFSEQ Arc-like repressor"
"VOG00555"	117	101	"Xu"	"sp|O10332|Y079_NPVOP UPF0213 protein ORF82"
"VOG00556"	308	286	"XhXr"	"sp|P24425|KITH_EHV4 Thymidine kinase"
"VOG00557"	98	92	"Xh"	"sp|Q5UQD2|PNKP_MIMIV Putative bifunctional polynucleotide phosphatase/kinase"
"VOG00558"	173	162	"Xh"	"sp|P07068|PIN_BPT4 Host protease inhibitor"
"VOG00559"	134	129	"Xu"	"REFSEQ hypothetical protein"
"VOG00560"	19	19	"Xu"	"sp|O64250|VG59_BPMD2 Gene 59 protein"
"VOG00561"	125	121	"Xu"	"REFSEQ HNH endonuclease"
"VOG00562"	21	21	"Xu"	"REFSEQ HNH endonuclease"
"VOG00563"	17	16	"Xh"	"sp|Q54DY9|BCS1B_DICDI Probable mitochondrial chaperone BCS1-B"
"VOG00564"	370	267	"Xu"	"REFSEQ hypothetical protein"
"VOG00565"	11	10	"XhXr"	"sp|B4YNF3|V13_SPTNK Putative helicase V13"
"VOG00566"	20	20	"Xu"	"REFSEQ PH domain-containing protein"
"VOG00567"	44	29	"Xu"	"sp|Q1I0U1|VP11_MPRVN Uncharacterized protein VP11"
"VOG00568"	16	16	"Xu"	"REFSEQ hypothetical protein"
"VOG00569"	95	78	"Xu"	"REFSEQ hypothetical protein"
"VOG00570"	15	15	"XpXrXs"	"sp|Q0PDK6|FIBER_BPSPP Tail spike protein"
"VOG00571"	20	12	"Xh"	"sp|P07072|TEV2_BPT4 Intron-associated endonuclease 2"
"VOG00572"	73	72	"XhXr"	"sp|P09506|P1_TYYVF Protein P1"
"VOG00573"	21	14	"Xh"	"sp|Q07943|VDP_BOMMO Vitellin-degrading protease"
"VOG00574"	14	14	"Xu"	"REFSEQ hypothetical protein"
"VOG00575"	29	29	"Xu"	"REFSEQ hypothetical protein"
"VOG00576"	25	15	"Xu"	"REFSEQ hypothetical protein"
"VOG00577"	29	28	"Xu"	"REFSEQ hypothetical protein"
"VOG00578"	591	578	"XpXrXs"	"sp|P03728|PORTL_BPT7 Portal protein"
"VOG00579"	17	14	"Xu"	"REFSEQ hypothetical protein"
"VOG00580"	9	9	"Xu"	"REFSEQ tail spike protein"
"VOG00581"	55	55	"Xu"	"REFSEQ DUF771 domain-containing protein"
"VOG00582"	50	50	"Xu"	"REFSEQ hypothetical protein"
"VOG00583"	41	35	"Xu"	"REFSEQ hypothetical protein"
"VOG00584"	56	56	"Xu"	"REFSEQ hypothetical protein"
"VOG00585"	45	44	"Xu"	"REFSEQ hypothetical protein"
"VOG00586"	19	19	"Xu"	"REFSEQ hypothetical protein"
"VOG00587"	13	13	"Xu"	"REFSEQ double zinc ribbon protein"
"VOG00588"	34	29	"Xu"	"REFSEQ hypothetical protein"
"VOG00589"	17	16	"Xu"	"REFSEQ hypothetical protein"
"VOG00590"	23	23	"Xu"	"REFSEQ hypothetical protein"
"VOG00591"	72	72	"Xu"	"REFSEQ hypothetical protein"
"VOG00592"	220	219	"Xu"	"sp|P36934|VPS_BPP2 Tail completion protein S"
"VOG00593"	19	19	"Xu"	"REFSEQ hypothetical protein"
"VOG00594"	159	145	"Xu"	"sp|Q03183|RINB_BPPHA Transcriptional activator rinB"
"VOG00595"	32	28	"Xu"	"REFSEQ hypothetical protein"
"VOG00596"	23	23	"Xu"	"REFSEQ hypothetical protein"
"VOG00597"	56	39	"Xu"	"REFSEQ hypothetical protein"
"VOG00598"	78	22	"Xu"	"REFSEQ tail fiber protein"
"VOG00599"	28	22	"Xh"	"sp|Q5UR65|YL620_MIMIV Uncharacterized protein L620"
"VOG00600"	11	11	"Xu"	"REFSEQ tail fiber protein"
"VOG00601"	114	114	"Xu"	"REFSEQ hypothetical protein"
"VOG00602"	193	106	"Xu"	"REFSEQ high light inducible protein"
"VOG00603"	79	71	"Xu"	"sp|Q5UPH8|YR106_MIMIV Uncharacterized protein R106"
"VOG00604"	100	72	"Xu"	"REFSEQ hypothetical protein"
"VOG00605"	70	58	"Xs"	"sp|Q5UP30|YL851_MIMIV Uncharacterized protein L851"
"VOG00606"	11	11	"Xu"	"REFSEQ tail fiber protein"
"VOG00607"	18	17	"Xu"	"REFSEQ hypothetical protein"
"VOG00608"	17	17	"Xu"	"REFSEQ tail fiber protein"
"VOG00609"	21	21	"Xu"	"REFSEQ hypothetical protein"
"VOG00610"	12	12	"Xu"	"REFSEQ hypothetical protein"
"VOG00611"	178	177	"Xh"	"sp|P20833|V11_BPT3 Gene 1.1 protein"
"VOG00612"	17	17	"Xu"	"REFSEQ hypothetical protein"
"VOG00613"	27	27	"XhXr"	"sp|P54634|POLG_LORDV Genome polyprotein"
"VOG00614"	41	41	"Xu"	"REFSEQ hypothetical protein"
"VOG00615"	16	13	"Xu"	"REFSEQ hypothetical protein"
"VOG00616"	13	10	"Xu"	"sp|Q8QVL5|ORF3_TTVF1 Uncharacterized ORF3 protein"
"VOG00617"	30	3	"Xu"	"REFSEQ membrane protein EE40"
"VOG00618"	28	24	"XhXp"	"sp|A0A7H0DN12|PG039_MONPV Interferon antagonist OPG039"
"VOG00619"	8	7	"Xu"	"REFSEQ RING finger domain protein"
"VOG00620"	12	9	"Xu"	"REFSEQ hypothetical protein"
"VOG00621"	52	51	"XhXs"	"sp|P0DSW1|PG139_VAR67 Virion membrane protein OPG139"
"VOG00622"	60	16	"Xu"	"sp|Q5UQY7|YR898_MIMIV Uncharacterized protein R898"
"VOG00623"	41	38	"Xh"	"sp|P02466|CO1A2_RAT Collagen alpha-2(I) chain"
"VOG00624"	9	9	"Xu"	"REFSEQ RNA-dependent RNA polymerase"
"VOG00625"	81	80	"XhXrXs"	"sp|Q5UPX7|RPO5_MIMIV DNA-directed RNA polymerase subunit 5"
"VOG00626"	14	2	"Xu"	"REFSEQ hypothetical protein"
"VOG00627"	62	21	"Xu"	"REFSEQ hypothetical protein"
"VOG00628"	38	38	"Xu"	"sp|Q04580|VNBP_SHVX 14.7 kDa protein"
